"","Date","Soybean","Year","Month","Quarter","Oil","CPI","PPI","US_GDP","CHN_GDP","D0","D1","D2","D3","D4"
"1267",2007-01-16,7.085,2007,1,1,51.23,203.1,165.6,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1268",2007-01-17,7.22,2007,1,1,52.3,203.1,165.6,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1269",2007-01-18,7.1625,2007,1,1,50.51,203.1,165.6,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1270",2007-01-19,7.1775,2007,1,1,51.98,203.1,165.6,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1271",2007-01-22,7.1725,2007,1,1,51.11,203.1,165.6,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1272",2007-01-23,7.2725,2007,1,1,53.61,203.1,165.6,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1273",2007-01-24,7.15,2007,1,1,54.24,203.1,165.6,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1274",2007-01-25,7.1325,2007,1,1,53.49,203.1,165.6,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1275",2007-01-26,7.105,2007,1,1,55.38,203.1,165.6,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1276",2007-01-29,7.095,2007,1,1,54.01,203.1,165.6,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1277",2007-01-30,7.21,2007,1,1,57.03,203.1,165.6,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1278",2007-01-31,7.195,2007,1,1,58.17,203.1,165.6,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1279",2007-02-01,7.215,2007,2,1,57.35,204.226,166.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1280",2007-02-02,7.3675,2007,2,1,59.01,204.226,166.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1281",2007-02-05,7.4,2007,2,1,58.69,204.226,166.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1282",2007-02-06,7.3875,2007,2,1,58.91,204.226,166.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1283",2007-02-07,7.41,2007,2,1,57.75,204.226,166.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1284",2007-02-08,7.4375,2007,2,1,59.76,204.226,166.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1285",2007-02-09,7.4925,2007,2,1,59.86,204.226,166.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1286",2007-02-12,7.4525,2007,2,1,57.76,204.226,166.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1287",2007-02-13,7.55,2007,2,1,58.98,204.226,166.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1288",2007-02-14,7.505,2007,2,1,58,204.226,166.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1289",2007-02-15,7.5875,2007,2,1,57.92,204.226,166.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1290",2007-02-16,7.67,2007,2,1,59.38,204.226,166.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1291",2007-02-20,7.71,2007,2,1,58.32,204.226,166.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1292",2007-02-21,7.8125,2007,2,1,59.4,204.226,166.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1293",2007-02-22,7.8375,2007,2,1,60.28,204.226,166.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1294",2007-02-23,7.814,2007,2,1,60.28,204.226,166.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1295",2007-02-26,7.8505,2007,2,1,61.41,204.226,166.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1296",2007-02-27,7.7265,2007,2,1,61.46,204.226,166.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1297",2007-02-28,7.8465,2007,2,1,61.78,204.226,166.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1298",2007-03-01,7.62,2007,3,1,61.97,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1299",2007-03-02,7.535,2007,3,1,61.58,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1300",2007-03-05,7.505,2007,3,1,60.05,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1301",2007-03-06,7.4775,2007,3,1,60.66,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1302",2007-03-07,7.5725,2007,3,1,61.85,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1303",2007-03-08,7.59,2007,3,1,61.63,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1304",2007-03-09,7.5975,2007,3,1,60.06,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1305",2007-03-12,7.65,2007,3,1,58.94,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1306",2007-03-13,7.555,2007,3,1,58.03,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1307",2007-03-14,7.535,2007,3,1,58.15,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1308",2007-03-15,7.505,2007,3,1,57.52,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1309",2007-03-16,7.535,2007,3,1,57.06,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1310",2007-03-19,7.595,2007,3,1,56.65,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1311",2007-03-20,7.6475,2007,3,1,56.41,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1312",2007-03-21,7.665,2007,3,1,56.98,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1313",2007-03-22,7.7175,2007,3,1,60.21,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1314",2007-03-23,7.695,2007,3,1,61.07,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1315",2007-03-26,7.585,2007,3,1,61.77,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1316",2007-03-27,7.57,2007,3,1,62.98,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1317",2007-03-28,7.7075,2007,3,1,64.11,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1318",2007-03-29,7.7825,2007,3,1,66.1,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1319",2007-03-30,7.6125,2007,3,1,65.94,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1320",2007-04-02,7.79,2007,4,2,66.03,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1321",2007-04-03,7.6375,2007,4,2,64.59,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1322",2007-04-04,7.61,2007,4,2,64.4,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1323",2007-04-05,7.605,2007,4,2,64.26,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1324",2007-04-09,7.49,2007,4,2,61.51,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1325",2007-04-10,7.425,2007,4,2,61.92,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1326",2007-04-11,7.465,2007,4,2,61.98,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1327",2007-04-12,7.3825,2007,4,2,63.87,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1328",2007-04-13,7.38,2007,4,2,63.63,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1329",2007-04-16,7.36,2007,4,2,63.63,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1330",2007-04-17,7.24,2007,4,2,63.14,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1331",2007-04-18,7.155,2007,4,2,63.14,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1332",2007-04-19,7.1825,2007,4,2,61.81,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1333",2007-04-20,7.2325,2007,4,2,63.56,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1334",2007-04-23,7.2125,2007,4,2,65.33,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1335",2007-04-24,7.0975,2007,4,2,64.1,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1336",2007-04-25,7.2475,2007,4,2,65.33,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1337",2007-04-26,7.2495,2007,4,2,65.08,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1338",2007-04-27,7.323,2007,4,2,66.45,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1339",2007-04-30,7.401,2007,4,2,65.78,205.288,169.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1340",2007-05-01,7.5625,2007,5,2,64.43,206.755,173.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1341",2007-05-02,7.485,2007,5,2,63.78,206.755,173.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1342",2007-05-03,7.4775,2007,5,2,63.23,206.755,173.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1343",2007-05-04,7.475,2007,5,2,61.89,206.755,173.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1344",2007-05-07,7.425,2007,5,2,61.48,206.755,173.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1345",2007-05-08,7.395,2007,5,2,62.26,206.755,173.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1346",2007-05-09,7.475,2007,5,2,61.54,206.755,173.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1347",2007-05-10,7.4625,2007,5,2,61.85,206.755,173.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1348",2007-05-11,7.6175,2007,5,2,62.35,206.755,173.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1349",2007-05-14,7.705,2007,5,2,62.55,206.755,173.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1350",2007-05-15,7.78,2007,5,2,63.16,206.755,173.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1351",2007-05-16,7.9275,2007,5,2,62.57,206.755,173.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1352",2007-05-17,7.9275,2007,5,2,64.83,206.755,173.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1353",2007-05-18,7.925,2007,5,2,64.93,206.755,173.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1354",2007-05-21,8.005,2007,5,2,66.25,206.755,173.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1355",2007-05-22,7.9325,2007,5,2,64.91,206.755,173.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1356",2007-05-23,8.005,2007,5,2,65.1,206.755,173.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1357",2007-05-24,8.0525,2007,5,2,63.62,206.755,173.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1358",2007-05-25,8.125,2007,5,2,64.59,206.755,173.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1359",2007-05-29,7.975,2007,5,2,63.19,206.755,173.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1360",2007-05-30,8.0825,2007,5,2,63.47,206.755,173.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1361",2007-05-31,8.0625,2007,5,2,64.02,206.755,173.3,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1362",2007-06-01,8.175,2007,6,2,65.09,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1363",2007-06-04,8.1575,2007,6,2,66.17,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1364",2007-06-05,8.2825,2007,6,2,65.63,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1365",2007-06-06,8.2225,2007,6,2,65.97,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1366",2007-06-07,8.32,2007,6,2,66.93,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1367",2007-06-08,8.215,2007,6,2,64.78,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1368",2007-06-11,8.3,2007,6,2,65.93,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1369",2007-06-12,8.265,2007,6,2,65.36,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1370",2007-06-13,8.2575,2007,6,2,66.17,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1371",2007-06-14,8.275,2007,6,2,67.62,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1372",2007-06-15,8.4725,2007,6,2,68.04,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1373",2007-06-18,8.5525,2007,6,2,69.06,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1374",2007-06-19,8.29,2007,6,2,69.15,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1375",2007-06-20,8.39,2007,6,2,68.5,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1376",2007-06-21,8.185,2007,6,2,68.35,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1377",2007-06-22,7.97,2007,6,2,68.85,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1378",2007-06-25,8.0425,2007,6,2,68.83,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1379",2007-06-26,8.0865,2007,6,2,67.78,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1380",2007-06-27,8.068,2007,6,2,68.98,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1381",2007-06-28,8.1365,2007,6,2,69.61,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1382",2007-06-29,8.546,2007,6,2,70.47,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1383",2007-07-02,8.71,2007,7,3,71.11,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1384",2007-07-03,8.5575,2007,7,3,71.41,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1385",2007-07-05,8.6,2007,7,3,71.81,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1386",2007-07-06,8.6925,2007,7,3,72.8,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1387",2007-07-09,8.755,2007,7,3,72.14,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1388",2007-07-10,8.935,2007,7,3,72.8,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1389",2007-07-11,8.96,2007,7,3,72.58,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1390",2007-07-12,9.145,2007,7,3,72.55,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1391",2007-07-13,9.2175,2007,7,3,73.89,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1392",2007-07-16,8.7175,2007,7,3,74.11,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1393",2007-07-17,8.3375,2007,7,3,74.03,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1394",2007-07-18,8.5125,2007,7,3,75.03,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1395",2007-07-19,8.56,2007,7,3,75.9,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1396",2007-07-20,8.5025,2007,7,3,75.53,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1397",2007-07-23,8.1625,2007,7,3,74.65,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1398",2007-07-24,8.2025,2007,7,3,73.38,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1399",2007-07-25,8.15,2007,7,3,75.74,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1400",2007-07-26,8.2315,2007,7,3,74.96,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1401",2007-07-27,8.188,2007,7,3,77.03,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1402",2007-07-30,8.277,2007,7,3,76.82,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1403",2007-07-31,8.398,2007,7,3,78.2,207.234,173.8,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1404",2007-08-01,8.325,2007,8,3,76.49,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1405",2007-08-02,8.3825,2007,8,3,76.84,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1406",2007-08-03,8.4475,2007,8,3,75.41,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1407",2007-08-06,8.3425,2007,8,3,72.03,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1408",2007-08-07,8.47,2007,8,3,72.25,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1409",2007-08-08,8.62,2007,8,3,72.23,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1410",2007-08-09,8.62,2007,8,3,71.62,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1411",2007-08-10,8.56,2007,8,3,71.49,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1412",2007-08-13,8.66,2007,8,3,71.6,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1413",2007-08-14,8.51,2007,8,3,72.4,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1414",2007-08-15,8.39,2007,8,3,73.36,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1415",2007-08-16,7.9925,2007,8,3,70.99,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1416",2007-08-17,8.115,2007,8,3,71.9,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1417",2007-08-20,8.1175,2007,8,3,71.12,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1418",2007-08-21,8.1575,2007,8,3,69.49,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1419",2007-08-22,8.3125,2007,8,3,69.3,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1420",2007-08-23,8.42,2007,8,3,69.86,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1421",2007-08-24,8.49,2007,8,3,71.17,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1422",2007-08-27,8.565,2007,8,3,71.98,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1423",2007-08-28,8.5865,2007,8,3,71.79,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1424",2007-08-29,8.648,2007,8,3,73.52,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1425",2007-08-30,8.792,2007,8,3,73.37,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1426",2007-08-31,8.796,2007,8,3,73.98,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1427",2007-09-04,9.075,2007,9,3,75.07,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1428",2007-09-05,9.03,2007,9,3,75.74,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1429",2007-09-06,8.925,2007,9,3,76.34,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1430",2007-09-07,9.0525,2007,9,3,76.7,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1431",2007-09-10,9.18,2007,9,3,77.53,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1432",2007-09-11,9.205,2007,9,3,78.16,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1433",2007-09-12,9.385,2007,9,3,79.85,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1434",2007-09-13,9.4125,2007,9,3,80.05,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1435",2007-09-14,9.5475,2007,9,3,79.14,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1436",2007-09-17,9.685,2007,9,3,80.55,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1437",2007-09-18,9.695,2007,9,3,81.51,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1438",2007-09-19,9.71,2007,9,3,81.99,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1439",2007-09-20,9.885,2007,9,3,83.85,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1440",2007-09-21,9.79,2007,9,3,83.38,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1441",2007-09-24,9.7875,2007,9,3,82.51,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1442",2007-09-25,9.73,2007,9,3,81.2,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1443",2007-09-26,9.9075,2007,9,3,80.31,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1444",2007-09-27,10.09,2007,9,3,82.86,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1445",2007-09-28,9.9125,2007,9,3,81.64,207.667,172.4,14972.054,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1446",2007-10-01,9.915,2007,10,4,80.31,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1447",2007-10-02,9.4375,2007,10,4,80,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1448",2007-10-03,9.51,2007,10,4,79.97,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1449",2007-10-04,9.5425,2007,10,4,81.48,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1450",2007-10-05,9.405,2007,10,4,81.2,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1451",2007-10-08,9.255,2007,10,4,78.97,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1452",2007-10-09,9.5025,2007,10,4,80.23,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1453",2007-10-10,9.6825,2007,10,4,81.3,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1454",2007-10-11,9.815,2007,10,4,83.05,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1455",2007-10-12,9.7675,2007,10,4,83.73,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1456",2007-10-15,9.87,2007,10,4,86.19,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1457",2007-10-16,9.775,2007,10,4,87.58,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1458",2007-10-17,9.7425,2007,10,4,87.19,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1459",2007-10-18,9.915,2007,10,4,89.48,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1460",2007-10-19,9.8325,2007,10,4,88.58,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1461",2007-10-22,9.765,2007,10,4,87.6,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1462",2007-10-23,9.8175,2007,10,4,86.45,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1463",2007-10-24,9.7625,2007,10,4,88.3,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1464",2007-10-25,9.9475,2007,10,4,92.09,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1465",2007-10-26,9.9905,2007,10,4,91.73,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1466",2007-10-29,10.181,2007,10,4,93.45,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1467",2007-10-30,10.0235,2007,10,4,90.33,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1468",2007-10-31,10.226,2007,10,4,94.16,209.19,174.7,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
"1469",2007-11-01,10.065,2007,11,4,93.53,210.834,179,15761.967,3550342.425238,20121.9,10769.03,4588.95,1349.05,0
